Serial,Event,Country,Code Region,Region,gid,Code District,District,Code Commune,Commune,Location,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.
2011-00966,HEATWAVE,Mexico,31,YUCATAN,2655,31037,Huhí,,,,2011/4/12,"En lo que va del año se registran pérdidas del 50% de la producción de miel, debido a las altas temperaturas.",ATMOSPHCONDITION,,El Universal,,,Daños a la apicultura.,1,,,,,,,,,,,,,,
2011-00967,HEATWAVE,Mexico,31,YUCATAN,2655,31050,Mérida,,,,2011/4/12,"En lo que va del año se registran pérdidas del 50% de la producción de miel, debido a las altas temperaturas.",ATMOSPHCONDITION,,El Universal,,,Daños a la apicultura.,1,,,,,,,,,,,,,,
2011-00968,HEATWAVE,Mexico,31,YUCATAN,2655,31079,Tekax,,,,2011/4/12,"En lo que va del año se registran pérdidas del 50% de la producción de miel, debido a las altas temperaturas.",ATMOSPHCONDITION,,El Universal,,,Daños a la apicultura.,1,,,,,,,,,,,,,,
2011-00969,HEATWAVE,Mexico,31,YUCATAN,2655,31003,Akil,,,,2011/4/12,"En lo que va del año se registran pérdidas del 50% de la producción de miel, debido a las altas temperaturas.",ATMOSPHCONDITION,,El Universal,,,Daños a la apicultura.,1,,,,,,,,,,,,,,
2011-00984,HEATWAVE,Mexico,13,HIDALGO,2274,13011,Atlapexco,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00985,HEATWAVE,Mexico,13,HIDALGO,2274,13025,Huautla,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00986,HEATWAVE,Mexico,13,HIDALGO,2274,13026,Huazalingo,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00987,HEATWAVE,Mexico,13,HIDALGO,2274,13032,Jaltocán,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00988,HEATWAVE,Mexico,13,HIDALGO,2274,13046,San Felipe Orizatlán,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00989,HEATWAVE,Mexico,13,HIDALGO,2274,13078,Xochiatipan,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00990,HEATWAVE,Mexico,13,HIDALGO,2274,13080,Yahualica,,,,2011/4/28,Altas temperaturas comienzan a producir estragos en la ganadería y la agricultura. Entre el ganado más afectado se encuentra la raza Hollstein que es de clima frío.,ATMOSPHCONDITION,Temperaturas de 48° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00991,HEATWAVE,Mexico,27,TABASCO,2442,27001,Balancán,,,,2011/4/28,"Se registran las 24 horas más calurosas del año, afectando a miles de personas y produciendo daños a la agricultura y a la ganadería.",ATMOSPHCONDITION,Temperaturas por arriba de los 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00992,HEATWAVE,Mexico,27,TABASCO,2442,27015,Tacotalpa,,,,2011/4/28,"Se registran las 24 horas más calurosas del año, afectando a miles de personas y produciendo daños a la agricultura y a la ganadería.",ATMOSPHCONDITION,Temperaturas por arriba de los 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00993,HEATWAVE,Mexico,27,TABASCO,2442,27012,Macuspana,,,,2011/4/28,"Se registran las 24 horas más calurosas del año, afectando a miles de personas y produciendo daños a la agricultura y a la ganadería.",ATMOSPHCONDITION,Temperaturas por arriba de los 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00994,HEATWAVE,Mexico,27,TABASCO,2442,27017,Tenosique,,,,2011/4/28,"Se registran las 24 horas más calurosas del año, afectando a miles de personas y produciendo daños a la agricultura y a la ganadería.",ATMOSPHCONDITION,Temperaturas por arriba de los 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00995,HEATWAVE,Mexico,27,TABASCO,2442,27016,Teapa,,,,2011/4/28,"Se registran las 24 horas más calurosas del año, afectando a miles de personas y produciendo daños a la agricultura y a la ganadería.",ATMOSPHCONDITION,Temperaturas por arriba de los 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00996,HEATWAVE,Mexico,27,TABASCO,2442,27002,Cárdenas,,,,2011/4/28,"Se registran las 24 horas más calurosas del año, afectando a miles de personas y produciendo daños a la agricultura y a la ganadería.",ATMOSPHCONDITION,Temperaturas por arriba de los 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01010,HEATWAVE,Mexico,13,HIDALGO,2274,13028,Huejutla de Reyes,,,,2011/4/29,,ATMOSPHCONDITION,Temperatura récord de 49° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01061,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09010,Álvaro Obregón,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01062,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09009,Milpa Alta,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01063,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09016,Miguel Hidalgo,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01064,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09011,Tláhuac,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01065,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09012,Tlalpan,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01066,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09003,Coyoacán,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01067,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09007,Iztapalapa,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01068,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09006,Iztacalco,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01069,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09008,La Magdalena Contreras,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01070,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09013,Xochimilco,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01071,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09005,Gustavo A. Madero,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01072,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09002,Azcapotzalco,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01073,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09014,Benito Juárez,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5 ° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01074,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09017,Venustiano Carranza,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01075,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09015,Cuauhtémoc,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01076,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09004,Cuajimalpa de Morelos,,,,2011/5/26,Se incrementan 5% las enfermedades gastrointestinales por las altas temperaturas que en las estaciones del Metro han alcanzado los 37° C.,ATMOSPHCONDITION,Temperaturas de 32.5° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01077,HEATWAVE,Mexico,04,CAMPECHE,661,04001,Calkiní,,,,2011/5/27,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 42° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01078,HEATWAVE,Mexico,04,CAMPECHE,661,04006,Hopelchén,,,,2011/5/27,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 42° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01079,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01080,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01081,HEATWAVE,Mexico,05,COAHUILA,1151,05030,Saltillo,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01082,HEATWAVE,Mexico,19,NUEVO LEON,2940,19019,San Pedro Garza García,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01083,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28041,Victoria,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01084,HEATWAVE,Mexico,25,SINALOA,2612,25006,Culiacán,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01085,HEATWAVE,Mexico,24,SAN LUIS POTOSI,1971,24028,San Luis Potosí,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01086,HEATWAVE,Mexico,30,VERACRUZ,1696,30193,Veracruz,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01087,HEATWAVE,Mexico,07,CHIAPAS,1429,07101,Tuxtla Gutiérrez,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01088,HEATWAVE,Mexico,27,TABASCO,2442,27004,Centro,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01089,HEATWAVE,Mexico,04,CAMPECHE,661,04003,Carmen,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01090,HEATWAVE,Mexico,31,YUCATAN,2655,31059,Progreso,,,,2011/5/28,Se incrementan las enfermedades gastrointestinales por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de hasta 40° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-01091,HEATWAVE,Mexico,26,SONORA,1449,26052,Sahuaripa,,,,2011/5/28,,ATMOSPHCONDITION,Temperaturas de 46° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01092,HEATWAVE,Mexico,31,YUCATAN,2655,31089,Ticul,,,,2011/5/28,,ATMOSPHCONDITION,Temperaturas de 45° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01093,HEATWAVE,Mexico,11,GUANAJUATO,1117,11020,León,,,,2011/5/28,,ATMOSPHCONDITION,Temperaturas de 40° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01095,HEATWAVE,Mexico,24,SAN LUIS POTOSI,1971,24012,Tancanhuitz,,,,2011/5/30,"Muertes registradas por las altas temperaturas. Se han incrementado las consultas en hospitales públicos por padecimientos cutáneos, deshidratación, dengue y otras enfermedades.",ATMOSPHCONDITION,,La Jornada,,,,1,1,,,,,,,,,,,,,
2011-01096,HEATWAVE,Mexico,24,SAN LUIS POTOSI,1971,24013,Ciudad Valles,,,,2011/5/30,"Muertes registradas por las altas temperaturas. Se han incrementado las consultas en hospitales públicos por padecimientos cutáneos, deshidratación, dengue y otras enfermedades.",ATMOSPHCONDITION,,La Jornada,,,,1,2,,,,,,,,,,,,,
2011-01123,HEATWAVE,Mexico,26,SONORA,1449,26052,Sahuaripa,,,,2011/6/18,,ATMOSPHCONDITION,Temperatura de 47° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01147,HEATWAVE,Mexico,26,SONORA,1449,26040,Nácori Chico,,,,2011/6/23,"Se incrementan los problemas de salud entre los habitantes, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 50° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01148,HEATWAVE,Mexico,26,SONORA,1449,26031,Huachinera,,,,2011/6/23,"Se incrementan los problemas de salud entre los habitantes, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 50° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01149,HEATWAVE,Mexico,26,SONORA,1449,26010,Bacerac,,,,2011/6/23,"Se incrementan los problemas de salud entre los habitantes, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 50° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01150,HEATWAVE,Mexico,26,SONORA,1449,26008,Bacadéhuachi,,,,2011/6/23,"Se incrementan los problemas de salud entre los habitantes, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 50° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01151,HEATWAVE,Mexico,26,SONORA,1449,26003,Alamos,,,,2011/6/23,"Se incrementan los problemas de salud entre los habitantes, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 50° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01152,HEATWAVE,Mexico,26,SONORA,1449,26069,Yécora,,,,2011/6/23,"Se incrementan los problemas de salud entre los habitantes, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 50° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01157,HEATWAVE,Mexico,26,SONORA,1449,26001,Aconchi,,,,2011/6/27,,ATMOSPHCONDITION,Temperaturas de 45° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01158,HEATWAVE,Mexico,26,SONORA,1449,26010,Bacerac,,,,2011/6/27,,ATMOSPHCONDITION,Temperaturas de 45° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01159,HEATWAVE,Mexico,26,SONORA,1449,26045,Opodepe,,,,2011/6/27,,ATMOSPHCONDITION,Temperaturas de 45° C.,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01688,HEATWAVE,Mexico,26,SONORA,1449,26065,Tubutama,,,,2011/8/5,,ATMOSPHCONDITION,Temperaturas de 47.5º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01689,HEATWAVE,Mexico,26,SONORA,1449,26070,General Plutarco Elías Calles,,,,2011/8/5,,ATMOSPHCONDITION,Temperaturas de 44º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01701,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,2011/8/11,1 persona muerta por golpe de calor.,ATMOSPHCONDITION,Temperaturas por arriba de los 40º C,El Universal,,,,1,1,,,,,,,,,,,,,
2011-01702,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28027,Nuevo Laredo,,,,2011/8/11,"Durante casi 2 meses se han registrado temperaturas superiores a los 40º C, por lo que 2 personas fueron hospitalizadas por deshidratación.",ATMOSPHCONDITION,Temperaturas de 40º C,El Universal,,,,1,,2,,,,,,,,,,,,
2011-01739,HEATWAVE,Mexico,25,SINALOA,2612,25018,Navolato,,,,2011/8/18,1 persona muerta por golpe de calor.,ATMOSPHCONDITION,Temperaturas de 40º C,La Jornada,,,,1,1,,,,,,,,,,,,,
2011-01759,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/8/24,2 indigentes muertos por golpe de calor y 8 personas hospitalizadas por deshidratación provocan las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 48º C,La Jornada,,,,1,2,8,,,,,,,,,,,,
2011-01760,HEATWAVE,Mexico,26,SONORA,1449,26047,Pitiquito,,,,2011/8/24,Se incrementan los casos de deshidratación por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 50º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01761,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,2011/8/24,2 indigentes muertos por golpe de calor.,ATMOSPHCONDITION,Temperaturas d 46º C,El Universal,,,,1,2,,,,,,,,,,,,,
2011-01768,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/8/25,"En las últimas horas 11 personas más fueron hospitalizadas por malestares relacionados con las altas temperaturas; 7 por deshidratación, 3 por insolación y 1 por golpe de calor. Daños globales.",ATMOSPHCONDITION,Temperaturas de 46º C,La Jornada,,,,1,,11,,,,,,,,,,,,
2011-01769,HEATWAVE,Mexico,26,SONORA,1449,26055,San Luis Río Colorado,,,,2011/8/25,Daños globales ver ficha No. 2011-01768.,ATMOSPHCONDITION,Temperaturas de 46º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01770,HEATWAVE,Mexico,26,SONORA,1449,26017,Caborca,,,,2011/8/25,Daños globales ver ficha No. 2011-01768.,ATMOSPHCONDITION,Temperaturas de 46º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01771,HEATWAVE,Mexico,26,SONORA,1449,26070,General Plutarco Elías Calles,,,,2011/8/25,Se incrementan los casos de deshidratación.,ATMOSPHCONDITION,Temperaturas de 45º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-01772,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28027,Nuevo Laredo,,,,2011/8/25,El fuerte calor provocó la muerte de 2 personas y la hospitalización de 4 con síntomas de deshidratación.,ATMOSPHCONDITION,,El Universal,,,,1,2,4,,,,,,,,,,,,
2011-02068,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/9/2,12 personas fueron hospitalizadas por deshidratación debido a las altas temperaturas.,ATMOSPHCONDITION,Temperaturas hasta de 50º C,La Jornada,,,,1,,12,,,,,,,,,,,,
2011-02099,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/9/9,2 personas muertas por golpe de calor.,ATMOSPHCONDITION,Temperaturas de 45º C,La Jornada,,,,1,2,,,,,,,,,,,,,
2011-02102,HEATWAVE,Mexico,26,SONORA,1449,26065,Tubutama,,,,2011/9/11,Se incrementan los casos de deshidratación por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 44º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03132,HEATWAVE,Mexico,18,NAYARIT,,18001,Acaponeta,,,,2011/6/16,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 42º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03141,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/6/16,"Una niña de 1 año 2 meses murió de deshidratación dentro del auto de su padre, quien por descuido la dejó en el asiento trasero mientras él iba a trabajar. El padre dice que la llevaba y olvidó dejarla en la guardería antes de irse a trabajar.",ATMOSPHCONDITION,Temperaturas de 45º C,El Universal,,,,1,1,,,,,,,,,,,,,
2011-03147,HEATWAVE,Mexico,25,SINALOA,2612,25015,Salvador Alvarado,,,,2011/6/20,1 hombre muerto por insolación y miles de personas afectadas por las bajas temperaturas.,ATMOSPHCONDITION,Temperaturas de 41º C,La Jornada,,,,1,1,,,,,,,,,,,,,
2011-03155,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08030,Guazapares,,,,2011/6/27,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 47º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03202,HEATWAVE,Mexico,26,SONORA,1449,26042,Navojoa,,,,2011/9/20,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 43º C,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03287,HEATWAVE,Mexico,14,JALISCO,310,14019,Bolaños,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 42.5ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03288,HEATWAVE,Mexico,14,JALISCO,310,14005,Amatitán,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 45.5ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03290,HEATWAVE,Mexico,14,JALISCO,310,14071,San Cristóbal de la Barranca,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 45.5ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03293,HEATWAVE,Mexico,14,JALISCO,310,14039,Guadalajara,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03294,HEATWAVE,Mexico,14,JALISCO,310,14120,Zapopan,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03295,HEATWAVE,Mexico,14,JALISCO,310,14098,Tlaquepaque,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03297,HEATWAVE,Mexico,14,JALISCO,310,14101,Tonalá,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03298,HEATWAVE,Mexico,14,JALISCO,310,14097,Tlajomulco de Zúñiga,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03300,HEATWAVE,Mexico,14,JALISCO,310,14070,El Salto,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03302,HEATWAVE,Mexico,14,JALISCO,310,14044,Ixtlahuacán de los Membrillos,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03303,HEATWAVE,Mexico,14,JALISCO,310,14051,Juanacatlán,,,,2011/6/7,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03309,HEATWAVE,Mexico,25,SINALOA,2612,25007,Choix,,,,2011/6/8,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03310,HEATWAVE,Mexico,25,SINALOA,2612,25010,El Fuerte,,,,2011/6/8,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas 35ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03312,HEATWAVE,Mexico,26,SONORA,1449,26040,Nácori Chico,,,,2011/6/8,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 48.1ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03326,HEATWAVE,Mexico,26,SONORA,1449,26018,Cajeme,,,,2011/10/4,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 43ºC,La Jornada,,,,1,,,,,,,,,,,,,,
2011-03327,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/10/4,Miles de personas afectadas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas de 41.5ºC,La Jornada,,,,1,,,,,,,,,,,,,,
